"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"122","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"5","Jasper Scottyet to c","Jasper-Scott-295107","Win","Kavannis Herdyet to ","Kavannis-Herd-379189","N/A","0","0:00",2021-07-17
"123","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"4","Laura Dotteryet to c","Laura-Dotter-384460","Win","Grace Greccoyet to ","Grace-Grecco-303987","N/A","0","0:00",2021-07-17
"124","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"3","Joshua Alstonyet to c","Joshua-Alston-334463","Win","Josh Gilliamyet to ","Josh-Gilliam-383814","N/A","0","0:00",2021-07-17
"125","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"2","Allen Pyatteyet to c","Allen-Pyatte-378734","Win","Aaron Harperyet to ","Aaron-Harper-383815","N/A","0","0:00",2021-07-17
"126","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"1","Michael Philipyet to c","Michael-Philip-295145","Win","David Wilsonyet to ","David-Wilson-378721","N/A","0","0:00",2021-07-17
"127","Ring of Combat","ROC 73Ring of Combat 73",89618,"10","Corey Dulaney","Corey-Dulaney-119941","Win","David Meshkhoradze","David-Meshkhoradze-302803","Method","0","0:00",2021-07-17
"128","Ring of Combat","ROC 73Ring of Combat 73",89618,"9","Mike Ahearnyet to c","Mike-Ahearn-293807","Win","Alex Brownyet to ","Alex-Brown-289887","N/A","0","0:00",2021-07-17
"129","Ring of Combat","ROC 73Ring of Combat 73",89618,"8","Jeff Lentzyet to c","Jeff-Lentz-42815","Win","James Gonzalezyet to ","James-Gonzalez-218955","N/A","0","0:00",2021-07-17
"130","Ring of Combat","ROC 73Ring of Combat 73",89618,"7","Thomas Powellyet to c","Thomas-Powell-218713","Win","Victor   Valenzuelayet to ","Victor-Valenzuela-133527","N/A","0","0:00",2021-07-17
"131","Ring of Combat","ROC 73Ring of Combat 73",89618,"6","Armando Gjetjiyet to c","Armando-Gjetji-330753","Win","Yanal Ashmozyet to ","Yanal-Ashmoz-252115","N/A","0","0:00",2021-07-17
"132","Ring of Combat","ROC 73Ring of Combat 73",89618,"5","Dylan Mantelloyet to c","Dylan-Mantello-286197","Win","Felipe Alfredo Diaz Gautieryet to ","Felipe-Alfredo-Diaz-Gautier-252149","N/A","0","0:00",2021-07-17
"133","Ring of Combat","ROC 73Ring of Combat 73",89618,"4","Cristian Lopezyet to c","Cristian-Lopez-280251","Win","Nick Rodriguesyet to ","Nick-Rodrigues-260893","N/A","0","0:00",2021-07-17
"134","Ring of Combat","ROC 73Ring of Combat 73",89618,"3","Ricardo Jimenezyet to c","Ricardo-Jimenez-291103","Win","Mike Fitzroyyet to ","Mike-Fitzroy-286209","N/A","0","0:00",2021-07-17
"135","Ring of Combat","ROC 73Ring of Combat 73",89618,"2","Damion Nelsonyet to c","Damion-Nelson-314275","Win","Rakim Thorpeyet to ","Rakim-Thorpe-310323","N/A","0","0:00",2021-07-17
"136","Ring of Combat","ROC 73Ring of Combat 73",89618,"1","Christian Alcalayet to c","Christian-Alcala-171517","Win","Kareem Klineyet to ","Kareem-Kline-286207","N/A","0","0:00",2021-07-17
"137","Eternal MMA","EMMAEternal MMA 61",89616,"9","Daniel Hill","Daniel-Hill-184035","Win","Brentin Mumford","Brentin-Mumford-79124","Method","0","0:00",2021-07-17
"138","Eternal MMA","EMMAEternal MMA 61",89616,"8","Paul Logayet to c","Paul-Loga-188161","Win","Shannon Rossyet to ","Shannon-Ross-65792","N/A","0","0:00",2021-07-17
"139","Eternal MMA","EMMAEternal MMA 61",89616,"7","Tim Schultzyet to c","Tim-Schultz-240757","Win","Quillan Salkilldyet to ","Quillan-Salkilld-300317","N/A","0","0:00",2021-07-17
"140","Eternal MMA","EMMAEternal MMA 61",89616,"6","Cody Wategoyet to c","Cody-Watego-188153","Win","Mirwias Kakaryet to ","Mirwias-Kakar-181611","N/A","0","0:00",2021-07-17
"141","Eternal MMA","EMMAEternal MMA 61",89616,"5","Nikolas Krenyet to c","Nikolas-Kren-286031","Win","Colby Thicknesseyet to ","Colby-Thicknesse-285257","N/A","0","0:00",2021-07-17
"142","Eternal MMA","EMMAEternal MMA 61",89616,"4","Nick Kepuyet to c","Nick-Kepu-224071","Win","Josh Della Maddalenayet to ","Josh-Della-Maddalena-230537","N/A","0","0:00",2021-07-17
"143","Eternal MMA","EMMAEternal MMA 61",89616,"3","Diego Pereirayet to c","Diego-Pereira-121457","Win","Abdalla Eltiganiyet to ","Abdalla-Eltigani-310035","N/A","0","0:00",2021-07-17
"144","Eternal MMA","EMMAEternal MMA 61",89616,"2","Liam Skeltonyet to c","Liam-Skelton-299631","Win","Reon Mahimayet to ","Reon-Mahima-334455","N/A","0","0:00",2021-07-17
"145","Eternal MMA","EMMAEternal MMA 61",89616,"1","Dom Mar Fanyet to c","Dom-Mar-Fan-305329","Win","Laurence Whitesmithyet to ","Laurence-Whitesmith-377786","N/A","0","0:00",2021-07-17
"146","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"9","Szymon Kolecki","Szymon-Kolecki-250179","Win","Akop Szostak","Akop-Szostak-188535","Method KO (Punch)","1","0:47",2021-07-17
"147","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"8","Andrzej Grzebyk","Andrzej-Grzebyk-91921","Win","Marius Zaromskis","Marius-Zaromskis-15180","KO (Punches)Lukasz Bosacki","1","2:11",2021-07-17
"148","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"7","Adrian Bartosinski","Adrian-Bartosinski-269009","Win","Michal Michalski","Michal-Michalski-139687","TKO (Punches)Tomasz Bronder","1","1:53",2021-07-17
"149","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"6","Tomasz Sarara","Tomasz-Sarara-388359","Win","Filip Bradaric","Filip-Bradaric-140127","TKO (Retirement)Piotr Jarosz","3","1:51",2021-07-17
"150","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"5","Sebastian Rajewski","Sebastian-Rajewski-161221","Win","Artur Sowinski","Artur-Sowinski-24106","Decision (Split)Lukasz Bosacki","3","5:00",2021-07-17
"151","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"4","Bruno Augusto dos Santos","Bruno-Augusto-dos-Santos-207023","Win","Pawel Politylo","Pawel-Politylo-169813","Decision (Unanimous)Tomasz Bronder","3","5:00",2021-07-17
"152","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"3","Lom-Ali Eskiev","LomAli-Eskiev-89601","Win","Gilber Ordonez","Gilber-Ordonez-172555","Submission (Arm-Triangle Choke)Piotr Jarosz","1","4:25",2021-07-17
"153","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"2","Marcin Krakowiak","Marcin-Krakowiak-210165","Win","Borys Borkowski","Borys-Borkowski-214649","TKO (Slam)Lukasz Bosacki","1","1:02",2021-07-17
"154","Konfrontacja Sztuk Walki","KSW 62Kolecki vs. Szostak",89578,"1","David Martinik","David-Martinik-235373","Win","Lemmy Krusic","Lemmy-Krusic-57058","TKO (Punches)Tomasz Bronder","1","2:45",2021-07-17
"155","FCA World Fight League","FCAWorld Fight League 6",89519,"11","Khadis Ibragimov","Khadis-Ibragimov-265067","Win","Masoud Safari","Masoud-Safari-260499","Method","0","0:00",2021-07-17
"156","FCA World Fight League","FCAWorld Fight League 6",89519,"10","Akhmedshaikh Gelegaevyet to c","Akhmedshaikh-Gelegaev-66900","Win","Aziz Amavovyet to ","Aziz-Amavov-386497","N/A","0","0:00",2021-07-17
"157","FCA World Fight League","FCAWorld Fight League 6",89519,"9","Almazbek Mamasabyrovyet to c","Almazbek-Mamasabyrov-272879","Win","Dzhokhar Duraevyet to ","Dzhokhar-Duraev-211235","N/A","0","0:00",2021-07-17
"158","FCA World Fight League","FCAWorld Fight League 6",89519,"8","Ilyas Omarovyet to c","Ilyas-Omarov-180863","Win","Ali Mashrapovyet to ","Ali-Mashrapov-277991","N/A","0","0:00",2021-07-17
"159","FCA World Fight League","FCAWorld Fight League 6",89519,"7","Artur Alievyet to c","Artur-Aliev-176651","Win","Syimyk Zhanybekyet to ","Syimyk-Zhanybek-330027","N/A","0","0:00",2021-07-17
"160","FCA World Fight League","FCAWorld Fight League 6",89519,"6","Dzhamaludin Alievyet to c","Dzhamaludin-Aliev-315387","Win","Dodikhudo Sangakovyet to ","Dodikhudo-Sangakov-367471","N/A","0","0:00",2021-07-17
"161","FCA World Fight League","FCAWorld Fight League 6",89519,"5","Ibragim Ilyasovyet to c","Ibragim-Ilyasov-385386","Win","Alisher Teshaboevyet to ","Alisher-Teshaboev-313085","N/A","0","0:00",2021-07-17
"162","FCA World Fight League","FCAWorld Fight League 6",89519,"4","Otari Kovziridzeyet to c","Otari-Kovziridze-311599","Win","Mukhammad Kholikhovyet to ","Mukhammad-Kholikhov-359557","N/A","0","0:00",2021-07-17
"163","FCA World Fight League","FCAWorld Fight League 6",89519,"3","Musa Ramazanovyet to c","Musa-Ramazanov-308497","Win","Sadrudin Radjabovyet to ","Sadrudin-Radjabov-387406","N/A","0","0:00",2021-07-17
"164","FCA World Fight League","FCAWorld Fight League 6",89519,"2","Mikhail Romanchyukyet to c","Mikhail-Romanchyuk-318017","Win","Dmitriy Gavrilovyet to ","Dmitriy-Gavrilov-181537","N/A","0","0:00",2021-07-17
"165","FCA World Fight League","FCAWorld Fight League 6",89519,"1","Niyaz Ramazanovyet to c","Niyaz-Ramazanov-72509","Win","Ivan Romanovyet to ","Ivan-Romanov-257779","N/A","0","0:00",2021-07-17
"166","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"11","Martin Mollinedo","Martin-Mollinedo-63494","Win","Rudy Gavidia","Rudy-Gavidia-69353","Method Decision (Unanimous)","3","5:00",2021-07-17
"167","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"10","Jose Zarauz","Jose-Zarauz-105907","Win","Fernando Noriega","Fernando-Noriega-169511","Decision (Unanimous)Diezcanseco","3","5:00",2021-07-17
"168","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"9","James Llontop","James-Llontop-191443","Win","Gregoris Cisnero","Gregoris-Cisnero-357669","TKO (Punches)David Casaretto","2","1:30",2021-07-17
"169","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"8","Inor Valladares Quinones","Inor-Valladares-Quinones-279649","Win","John Jairo Quinones","John-Jairo-Quinones-240911","Decision (Unanimous)Diezcanseco","3","5:00",2021-07-17
"170","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"7","Rodrigo Vera","Rodrigo-Vera-191425","Win","Mauricio Gomez Oquendo","Mauricio-Gomez-Oquendo-168669","Decision (Unanimous)David Casaretto","3","5:00",2021-07-17
"171","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"6","Rolando Bedoya","Rolando-Bedoya-178707","Win","Diego Mauricio Jaimes Otalora","Diego-Mauricio-Jaimes-Otalora-182693","TKO (Punches)Diezcanseco","3","2:33",2021-07-17
"172","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"5","Patricio Navarrete","Patricio-Navarrete-118741","Win","Daniel Patricio Galvez","Daniel-Patricio-Galvez-206469","TKO (Punches)David Casaretto","3","3:30",2021-07-17
"173","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"4","Manuelo Morales","Manuelo-Morales-61702","Win","Manuel Meza","Manuel-Meza-102403","Decision (Unanimous)Diezcanseco","3","5:00",2021-07-17
"174","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"3","Oscar Miguel","Oscar-Miguel-282163","Win","Fabriccio Robles","Fabriccio-Robles-152763","Decision (Unanimous)David Casaretto","3","5:00",2021-07-17
"175","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"2","Sandra Lavado","Sandra-Lavado-241221","Win","Germa Lascano","Germa-Lascano-270117","Decision (Unanimous)Diezcanseco","3","5:00",2021-07-17
"176","Fusion Fighting Championship (Peru)","FFC 46Gavidia vs. Mollinedo ",89351,"1","Pablo Quintanillal","Pablo-Quintanilla-289001","Win","Rodrigo Pa","Rodrigo-Paz-387910","Decision (Unanimous)David Casaretto","3","5:00",2021-07-17
"177","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"10","Tilek Mashrapov","Tilek-Mashrapov-221491","Win","Jose de Ribamar Machado Gomes","Jose-de-Ribamar-Machado-Gomes-25101","Method","0","0:00",2021-07-17
"178","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"9","Bakhtiyar Toychubaevyet to c","Bakhtiyar-Toychubaev-213647","Win","Edvaldo Junioryet to ","Edvaldo-Junior-351941","N/A","0","0:00",2021-07-17
"179","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"8","Alexey Fedoseevyet to c","Alexey-Fedoseev-340681","Win","Fabricio Bentesyet to ","Fabricio-Bentes-109889","N/A","0","0:00",2021-07-17
"180","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"7","Baybolot Ergeshbayevyet to c","Baybolot-Ergeshbayev-259451","Win","Alexander Shvabskiyyet to ","Alexander-Shvabskiy-225879","N/A","0","0:00",2021-07-17
"181","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"6","Kylychbek Sadirdinovyet to c","Kylychbek-Sadirdinov-222857","Win","Ruslan Mammadovyet to ","Ruslan-Mammadov-267771","N/A","0","0:00",2021-07-17
"182","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"5","Ali Iskender Aliyevyet to c","Ali-Iskender-Aliyev-254167","Win","Altynbek Arykbaevyet to ","Altynbek-Arykbaev-255687","N/A","0","0:00",2021-07-17
"183","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"4","Bekmamat Abdibaevyet to c","Bekmamat-Abdibaev-212115","Win","Shamil Kasumovyet to ","Shamil-Kasumov-264561","N/A","0","0:00",2021-07-17
"184","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"3","Myktybek Orolbaiyet to c","Myktybek-Orolbai-316759","Win","Ahmad Suhail Hasanzadayet to ","Ahmad-Suhail-Hasanzada-279733","N/A","0","0:00",2021-07-17
"185","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"2","Kanat Keldibekovyet to c","Kanat-Keldibekov-212829","Win","Sayed Murtaza Sadatyet to ","Sayed-Murtaza-Sadat-287051","N/A","0","0:00",2021-07-17
"186","Bator Federation","Bator Fighting ChampionshipBator FC 3",89261,"1","Erzhan Erdauletyet to c","Erzhan-Erdaulet-176951","Win","Arlet Bakytbekovyet to ","Arlet-Bakytbekov-379504","N/A","0","0:00",2021-07-17
"187","Colosseum Combat","CCColosseum Combat 54",89089,"12","Sean Connor Fallon","Sean-Connor-Fallon-177331","Win","Josh Streacker","Josh-Streacker-248137","Method","0","0:00",2021-07-17
"188","Colosseum Combat","CCColosseum Combat 54",89089,"11","Nick Aguirreyet to c","Nick-Aguirre-297869","Win","Shawn Tremelle Johnsonyet to ","Shawn-Tremelle-Johnson-257971","N/A","0","0:00",2021-07-17
"189","Colosseum Combat","CCColosseum Combat 54",89089,"10","Ryan Hootenyet to c","Ryan-Hooten-57585","Win","James Shafferyet to ","James-Shaffer-280281","N/A","0","0:00",2021-07-17
"190","Colosseum Combat","CCColosseum Combat 54",89089,"9","Ian Mark Pomfretyet to c","Ian-Mark-Pomfret-307961","Win","Colton Jonesyet to ","Colton-Jones-291121","N/A","0","0:00",2021-07-17
"191","Colosseum Combat","CCColosseum Combat 54",89089,"8","Kyle Thomisonyet to c","Kyle-Thomison-280259","Win","Shelden Strubleyet to ","Shelden-Struble-175271","N/A","0","0:00",2021-07-17
"192","Colosseum Combat","CCColosseum Combat 54",89089,"7","Logan Chavezyet to c","Logan-Chavez-300349","Win","Taylor Draperyet to ","Taylor-Draper-327929","N/A","0","0:00",2021-07-17
"193","Colosseum Combat","CCColosseum Combat 54",89089,"6","Braxton Minixyet to c","Braxton-Minix-386924","Win","Brett Wittmannyet to ","Brett-Wittmann-386925","N/A","0","0:00",2021-07-17
"194","Colosseum Combat","CCColosseum Combat 54",89089,"5","Kevin Foutsyet to c","Kevin-Fouts-386922","Win","Caden Tayloryet to ","Caden-Taylor-386923","N/A","0","0:00",2021-07-17
"195","Colosseum Combat","CCColosseum Combat 54",89089,"4","Brandon Zimmermanyet to c","Brandon-Zimmerman-258097","Win","Nicolas Noltingyet to ","Nicolas-Nolting-386921","N/A","0","0:00",2021-07-17
"196","Colosseum Combat","CCColosseum Combat 54",89089,"3","Tristan Smithyet to c","Tristan-Smith-365815","Win","Colby Louthenyet to ","Colby-Louthen-364543","N/A","0","0:00",2021-07-17
"197","Colosseum Combat","CCColosseum Combat 54",89089,"2","Blake Fialkayet to c","Blake-Fialka-327943","Win","Angelo Roblesyet to ","Angelo-Robles-280269","N/A","0","0:00",2021-07-17
"198","Colosseum Combat","CCColosseum Combat 54",89089,"1","Dayton Coyleyet to c","Dayton-Coyle-316189","Win","Wilson Lopshireyet to ","Wilson-Lopshire-382734","N/A","0","0:00",2021-07-17
"199","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"10","Islam Makhachev","Islam-Makhachev-76836","Win","Thiago Moises","Thiago-Moises-130351","Method Submission (Rear-Naked Choke)","4","2:38",2021-07-17
"200","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"9","Miesha Tate","Miesha-Tate-26252","Win","Marion Reneau","Marion-Reneau-61266","TKO (Punches)Mark Smith","3","1:53",2021-07-17
"201","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"8","Mateusz Gamrot","Mateusz-Gamrot-90605","Win","Jeremy Stephens","Jeremy-Stephens-12179","Submission (Kimura)Mike Beltran","1","1:05",2021-07-17
"202","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"7","Rodolfo Vieira","Rodolfo-Vieira-137167","Win","Dustin Stoltzfus","Dustin-Stoltzfus-113779","Submission (Rear-Naked Choke)Herb Dean","3","1:54",2021-07-17
"203","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"6","Billy Quarantillo","Billy-Quarantillo-68076","Win","Gabriel Benitez","Gabriel-Benitez-25733","TKO (Punches)Mark Smith","3","3:40",2021-07-17
"204","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"5","Daniel Rodriguez","Daniel-Rodriguez-145945","Win","Preston Parsons","Preston-Parsons-173219","TKO (Punches)Mike Beltran","1","3:47",2021-07-17
"205","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"4","Amanda Lemos","Amanda-Lemos-173973","Win","Montserrat Ruiz","Montserrat-Ruiz-175799","TKO (Punches)Chris Tognoni","1","0:35",2021-07-17
"206","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"3","Sergey Morozov","Sergey-Morozov-89693","Win","Khalid Taha","Khalid-Taha-117849","Decision (Unanimous)Herb Dean","3","5:00",2021-07-17
"207","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"2","Malcolm Gordon","Malcolm-Gordon-113429","Win","Francisco Figueiredo","Francisco-Figueiredo-69484","Decision (Unanimous)Mike Beltran","3","5:00",2021-07-17
"208","Ultimate Fighting Championship (UFC)","UFC on ESPN 26Makhachev vs. Moises",88983,"1","Rodrigo Nascimento","Rodrigo-Nascimento-97975","Win","Alan Baudot","Alan-Baudot-138183","TKO (Punches)Chris Tognoni","2","1:29",2021-07-17
"209","MMA Live","MMA Live 8MMA Live Championship 8",87745,"3","Alisher Abdulloev","Alisher-Abdulloev-225529","Win","Brice Picaud","Brice-Picaud-265531","Method","0","0:00",2021-07-17
"210","MMA Live","MMA Live 8MMA Live Championship 8",87745,"2","Robert Valentinyet to c","Robert-Valentin-241133","Win","Wladimir Holodenkoyet to ","Wladimir-Holodenko-216691","N/A","0","0:00",2021-07-17
"211","MMA Live","MMA Live 8MMA Live Championship 8",87745,"1","Christian Jungwirthyet to c","Christian-Jungwirth-265995","Win","Sofiane Aissaouiyet to ","Sofiane-Aissaoui-201699","N/A","0","0:00",2021-07-17
"212","I Am Fighter","IAFFight Night 1",89920,"11","Martina Jindrova","Martina-Jindrova-302405","Win","Tamires Vidal","Tamires-Vidal-293451","Method","0","0:00",2021-07-16
"213","I Am Fighter","IAFFight Night 1",89920,"10","David Zavodayet to c","David-Zavoda-329209","Win","Michal Reissingeryet to ","Michal-Reissinger-193005","N/A","0","0:00",2021-07-16
"214","I Am Fighter","IAFFight Night 1",89920,"9","Josef Talafousyet to c","Josef-Talafous-349853","Win","Steven Krtyet to ","Steven-Krt-259167","N/A","0","0:00",2021-07-16
"215","I Am Fighter","IAFFight Night 1",89920,"8","Aitana Alvarezyet to c","Aitana-Alvarez-316063","Win","Petra Castkovayet to ","Petra-Castkova-211435","N/A","0","0:00",2021-07-16
