"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"2046","2","Fumio Usamiwin","Win","Teruyuki Hashimotoloss","TKO (Punches)N/A","2","0:46",1999-01-27
"2047","1","Kazuya Abewin","Win","Yohei Nanbuloss","Decision (Unanimous)N/A","2","5:00",1999-01-27
"2048","6","Noboru Asahi","Win","Uchu Tatsumi","Method Draw","3","5:00",1999-03-28
"2049","5","Alexandre Franca Nogueirawin","Win","Masahiro Oishiloss","Submission (Armbar)N/A","1","3:11",1999-03-28
"2050","4","Takanori Gomiwin","Win","Takuya Kuwabaraloss","Decision (Unanimous)N/A","3","5:00",1999-03-28
"2051","3","Kohei Satowin","Win","Anthony Netzlerloss","Decision (Unanimous)N/A","2","5:00",1999-03-28
"2052","2","Kohei Yasumidraw","Win","Satoshi Fujisakidraw","DrawN/A","2","5:00",1999-03-28
"2053","1","Kazuya Abewin","Win","Koji Takeuchiloss","Decision (Unanimous)N/A","2","5:00",1999-03-28
"2054","5","Naoya Uematsu","Win","Eric Payne","Method Submission (Heel Hook)","1","0:16",1999-04-09
"2055","4","Takeyasu Hironodraw","Win","Jin Akimotodraw","DrawN/A","2","5:00",1999-04-09
"2056","3","Izuru Takeuchiwin","Win","Nobuhiro Tsurumakiloss","Decision (Unanimous)N/A","2","5:00",1999-04-09
"2057","2","Shuichiro Katsumurawin","Win","Masaki Nishizawaloss","Decision (Unanimous)N/A","2","5:00",1999-04-09
"2058","1","Katsuya Toidawin","Win","Tetsuo Katsutaloss","Decision (Unanimous)N/A","2","5:00",1999-04-09
"2059","8","Yuki Sasaki","Win","Ryuta Sakurai","Method Submission (Heel Hook)","1","2:00",1999-05-27
"2060","7","Satoshi Fujisakiwin","Win","Makoto Ishikawaloss","Decision (Unanimous)N/A","2","5:00",1999-05-27
"2061","6","Saburo Kawakatsuwin","Win","Takayuki Okochiloss","Decision (Unanimous)N/A","2","5:00",1999-05-27
"2062","5","Isao Tanimurawin","Win","Koichi Tanakaloss","Decision (Majority)N/A","2","5:00",1999-05-27
"2063","4","Mitsuhiro Sakamotodraw","Win","Norio Nishiyamadraw","DrawN/A","2","5:00",1999-05-27
"2064","3","Dokonjonosuke Mishimawin","Win","Hiroki Kotaniloss","Submission (Rear-Naked Choke)N/A","1","4:00",1999-05-27
"2065","2","Koji Takeuchiwin","Win","Mitsuo Matsumotoloss","Submission (Triangle Choke)N/A","2","1:30",1999-05-27
"2066","1","Hiromichi Maruyamadraw","Win","Yohei Nanbudraw","DrawN/A","2","5:00",1999-05-27
"2067","8","Caol Uno","Win","Rumina Sato","Method Submission (Rear-Naked Choke)","3","4:02",1999-05-29
"2068","7","Hayato Sakuraiwin","Win","Marcelo Aguiarloss","Decision (Unanimous)N/A","3","5:00",1999-05-29
"2069","6","Carlos Newtonwin","Win","Kenji Kawaguchiloss","Submission (Armbar)N/A","1","5:00",1999-05-29
"2070","5","Tetsuji Katowin","Win","Jutaro Nakaoloss","Decision (Unanimous)N/A","3","5:00",1999-05-29
"2071","4","Matt Hugheswin","Win","Akihiro Gonoloss","Decision (Unanimous)N/A","3","5:00",1999-05-29
"2072","3","Dave Mennewin","Win","Dennis Hallmanloss","Decision (Unanimous)N/A","3","5:00",1999-05-29
"2073","2","Izuru Takeuchiwin","Win","Ahmed Laziziloss","Decision (Unanimous)N/A","2","5:00",1999-05-29
"2074","1","Hiroyuki Abewin","Win","Yoshiyuki Takayamaloss","Decision (Unanimous)N/A","2","5:00",1999-05-29
"2075","7","Hayato Sakurai","Win","Brad Aird","Method Submission (Armbar)","1","0:37",1999-07-16
"2076","6","Larry Papadopouloswin","Win","Yuki Sasakiloss","Decision (Unanimous)N/A","3","5:00",1999-07-16
"2077","5","Takuya Kuwabarawin","Win","John Paunloss","TKO (Punches)N/A","2","2:09",1999-07-16
"2078","4","Kohei Satowin","Win","Katsuhisa Fujiiloss","TKO (Punches)N/A","1","4:05",1999-07-16
"2079","3","Isao Tanimurawin","Win","Tomoaki Hayamaloss","Decision (Majority)N/A","2","5:00",1999-07-16
"2080","2","Takuya Wadawin","Win","Saburo Kawakatsuloss","Decision (Majority)N/A","2","5:00",1999-07-16
"2081","1","Mamoru Yamaguchiwin","Win","Shuichiro Katsumuraloss","Decision (Unanimous)N/A","2","5:00",1999-07-16
"2082","8","Takenori Ito","Win","Kazuya Abe","Method Decision (Majority)","2","5:00",1999-08-04
"2083","7","Dokonjonosuke Mishimawin","Win","Makoto Ishikawaloss","Decision (Unanimous)N/A","2","5:00",1999-08-04
"2084","6","Jun Kitagawawin","Win","Ryuta Sakurailoss","Decision (Unanimous)N/A","2","5:00",1999-08-04
"2085","5","Takaharu Murahamawin","Win","Yohei Suzukiloss","Decision (Unanimous)N/A","2","5:00",1999-08-04
"2086","4","Yoshinobu Otawin","Win","Norio Nishiyamaloss","Decision (Unanimous)N/A","2","5:00",1999-08-04
"2087","3","Yohei Nanbuwin","Win","Koichi Tanakaloss","Decision (Majority)N/A","2","5:00",1999-08-04
"2088","2","Mitsuo Matsumotowin","Win","Shinsuke Uenoloss","Decision (Unanimous)N/A","2","5:00",1999-08-04
"2089","1","Tetsuharu Ikeiwin","Win","Hiroki Kotaniloss","KO (Punch)N/A","1","0:35",1999-08-04
"2090","9","Takanori Gomi","Win","Takuya Kuwabara","Method Decision (Unanimous)","3","5:00",1999-09-05
"2091","8","Alexandre Franca Nogueirawin","Win","Noboru Asahiloss","Technical Submission (Guillotine Choke)N/A","2","3:29",1999-09-05
"2092","7","Caol Unowin","Win","Din Thomasloss","Submission (Rear-Naked Choke)N/A","3","3:16",1999-09-05
"2093","6","Uchu Tatsumiwin","Win","Hisao Ikedaloss","Decision (Split)N/A","3","5:00",1999-09-05
"2094","5","Naoya Uematsuwin","Win","Kimihito Nonakaloss","Technical Submission (Armbar)N/A","3","3:11",1999-09-05
"2095","4","Masahiro Oishidraw","Win","Hiroyuki Abedraw","DrawN/A","2","5:00",1999-09-05
"2096","3","Mamoru Yamaguchiwin","Win","Jin Akimotoloss","Decision (Majority)N/A","2","5:00",1999-09-05
"2097","2","Takeyasu Hironowin","Win","Masaru Gokitaloss","Decision (Unanimous)N/A","2","5:00",1999-09-05
"2098","1","Kohei Yasumidraw","Win","Masakazu Kuramochidraw","DrawN/A","2","5:00",1999-09-05
"2099","7","Hiroyuki Kojima","Win","Takaharu Murahama","Method Draw","2","5:00",1999-10-06
"2100","6","Tetsuharu Ikeidraw","Win","Koji Takeuchidraw","DrawN/A","2","5:00",1999-10-06
"2101","5","Yohei Nanbuwin","Win","Yohei Suzukiloss","Decision (Unanimous)N/A","2","5:00",1999-10-06
"2102","4","Fumio Usamiwin","Win","Masashi Kamedaloss","Decision (Unanimous)N/A","2","5:00",1999-10-06
"2103","3","Norio Nishiyamawin","Win","Hiroki Kitaloss","Decision (Unanimous)N/A","2","5:00",1999-10-06
"2104","2","Shiko Yamashitawin","Win","Ryota Ibarakiloss","Submission (Armbar)N/A","1","2:15",1999-10-06
"2105","1","Hiroshi Umemurawin","Win","Takeru Uenoloss","Decision (Split)N/A","2","5:00",1999-10-06
"2106","7","Rumina Sato","Win","Phil Johns","Method Submission (Toe Hold)","1","0:54",1999-10-29
"2107","6","Masanori Sudawin","Win","Martijn de Jongloss","TKO (Submission to Punches)N/A","2","4:44",1999-10-29
"2108","5","Jutaro Nakaowin","Win","Rafles la Roseloss","Submission (Triangle Choke)N/A","1","2:17",1999-10-29
"2109","4","Dokonjonosuke Mishimawin","Win","Kazuya Abeloss","Decision (Unanimous)N/A","2","5:00",1999-10-29
"2110","3","Seichi Ikemotowin","Win","Isao Tanimuraloss","Decision (Unanimous)N/A","2","5:00",1999-10-29
"2111","2","Masaya Inouewin","Win","Jun Kitagawaloss","Decision (Unanimous)N/A","2","5:00",1999-10-29
"2112","1","Chikara Miyakewin","Win","Koichi Tanakaloss","Submission (Rear-Naked Choke)N/A","1","2:16",1999-10-29
"2113","8","Mamoru Yamaguchi","Win","Ryan Diaz","Method Submission (Armbar)","2","3:35",1999-11-04
"2114","7","Izuru Takeuchidraw","Win","Ryuta Sakuraidraw","DrawN/A","2","5:00",1999-11-04
"2115","6","Mamoru Okochidraw","Win","Yoshiyuki Takayamadraw","DrawN/A","2","5:00",1999-11-04
"2116","5","Jin Akimotowin","Win","Yoshinobu Otaloss","Decision (Unanimous)N/A","2","5:00",1999-11-04
"2117","4","Kazuhiro Inouewin","Win","Teruyuki Hashimotoloss","Decision (Unanimous)N/A","2","5:00",1999-11-04
"2118","3","Mitsuo Matsumotowin","Win","Kieran Hewettloss","Decision (Unanimous)N/A","2","5:00",1999-11-04
"2119","2","Masaki Nishizawadraw","Win","Daiji Takahashidraw","DrawN/A","2","5:00",1999-11-04
"2120","1","Tetsuo Katsutawin","Win","Tatsuya Sakurailoss","Submission (Rear Naked Choke)N/A","2","3:33",1999-11-04
"2121","10","Ray    Cooper","Win","Jutaro Nakao","Method Decision (Unanimous)","3","5:00",2000-01-14
"2122","9","Larry Papadopoulosdraw","Win","Akihiro Gonodraw","DrawN/A","3","5:00",2000-01-14
"2123","8","Yuki Sasakiwin","Win","Ronald Jhunloss","Submission (Triangle Armbar)N/A","3","2:20",2000-01-14
"2124","7","Norio Nishiyamawin","Win","Takeyasu Hironoloss","Decision (Unanimous)N/A","2","5:00",2000-01-14
"2125","6","John Calvowin","Win","Jun Kitagawaloss","Decision (Unanimous)N/A","2","5:00",2000-01-14
"2126","5","Izuru Takeuchiwin","Win","Shiko Yamashitaloss","Decision (Unanimous)N/A","2","5:00",2000-01-14
"2127","4","Hiroshi Tsuruyawin","Win","Masakazu Kuramochiloss","Submission (Armbar)N/A","1","1:51",2000-01-14
"2128","3","Kohei Yasumiwin","Win","Yohei Nanbuloss","Decision (Majority)N/A","2","5:00",2000-01-14
"2129","2","Yohei Suzukiwin","Win","Mitsuo Matsumotoloss","Decision (Unanimous)N/A","2","5:00",2000-01-14
"2130","1","Makoto Ishikawawin","Win","Jinzaburo Yonezawaloss","Decision (Unanimous)N/A","2","5:00",2000-01-14
"2131","6","Hayato Sakurai","Win","Tetsuji Kato","Method Decision (Split)","3","5:00",2000-03-17
"2132","5","Takuya Kuwabarawin","Win","Johnny Eduardoloss","Decision (Unanimous)N/A","3","5:00",2000-03-17
"2133","4","Din Thomaswin","Win","Dokonjonosuke Mishimaloss","TKO (Doctor Stoppage)N/A","2","3:37",2000-03-17
"2134","3","Mamoru Yamaguchidraw","Win","Masaru Gokitadraw","DrawN/A","2","5:00",2000-03-17
"2135","2","Yoshinobu Otawin","Win","Norio Nishiyamaloss","Technical Submission (Rear-Naked Choke)N/A","1","0:28",2000-03-17
"2136","1","Isao Tanimurawin","Win","Takaharu Murahamaloss","Decision (Unanimous)N/A","2","5:00",2000-03-17
"2137","8","Caol Uno","Win","Dennis Hallman","Method Decision (Unanimous)","3","5:00",2000-04-02
"2138","7","Alexandre Franca Nogueirawin","Win","Mamoru Okochiloss","Decision (Unanimous)N/A","3","5:00",2000-04-02
"2139","6","Masanori Sudawin","Win","Yuki Sasakiloss","Decision (Unanimous)N/A","3","5:00",2000-04-02
"2140","5","Takanori Gomiwin","Win","Anderson Pavaoloss","Decision (Unanimous)N/A","3","5:00",2000-04-02
"2141","4","Saburo Kawakatsuwin","Win","Tomonori Oharaloss","Submission (Armbar)N/A","1","2:26",2000-04-02
"2142","3","Hiroshi Umemurawin","Win","Fumio Usamiloss","TKO (Punches)N/A","1","2:03",2000-04-02
"2143","2","Yuji Kusudraw","Win","Seichi Ikemotodraw","DrawN/A","2","5:00",2000-04-02
"2144","1","Masashi Kitawin","Win","Ryota Ibarakiloss","Submission (Armbar)N/A","1","4:03",2000-04-02
"2145","8","Jin Akimoto","Win","Greg Piper","Method Submission (Armbar)","1","2:29",2000-04-12
"2146","7","Shuichiro Katsumurawin","Win","Takeyasu Hironoloss","TKO (Cut)N/A","1","4:17",2000-04-12
"2147","6","Ryan Bowwin","Win","Masato Fujiwaraloss","KO (Knees)N/A","1","2:19",2000-04-12
"2148","5","Tetsuo Katsutawin","Win","Teruyuki Hashimotoloss","Submission (Rear-Naked Choke)N/A","1","4:29",2000-04-12
"2149","4","Makoto Ishikawawin","Win","Kazumichi Takadaloss","Decision (Unanimous)N/A","2","5:00",2000-04-12
"2150","3","Shigetoshi Iwasewin","Win","Takayuki Okochiloss","Decision (Majority)N/A","2","5:00",2000-04-12
"2151","2","Takumi Nakayamawin","Win","Tatsuya Kawajiriloss","Submission (Rear-Naked Choke)N/A","1","2:44",2000-04-12
"2152","1","Hiroaki Yoshiokawin","Win","Daiji Takahashiloss","Decision (Split)N/A","2","5:00",2000-04-12
"2153","9","Takuya Kuwabara","Win","Ian James Schaffa","Method Draw","3","5:00",2000-05-22
"2154","8","Akihiro Gonowin","Win","Andy Wangloss","Decision (Unanimous)N/A","3","5:00",2000-05-22
"2155","7","Baret Yoshidawin","Win","Masahiro Oishiloss","Submission (Rear Naked Choke)N/A","2","1:48",2000-05-22
"2156","6","Alex Cookwin","Win","Isao Tanimuraloss","KO (Punches)N/A","1","1:27",2000-05-22
"2157","5","Hiroyuki Abewin","Win","Kimihito Nonakaloss","Decision (Unanimous)N/A","2","5:00",2000-05-22
"2158","4","Ryan Bowwin","Win","Takaharu Murahamaloss","Decision (Majority)N/A","2","5:00",2000-05-22
"2159","3","Takuya Wadadraw","Win","Seichi Ikemotodraw","DrawN/A","2","5:00",2000-05-22
"2160","2","Koji Takeuchiwin","Win","Makoto Ishikawaloss","Decision (Majority)N/A","2","5:00",2000-05-22
"2161","1","Kazuhiro Inouewin","Win","Katsuya Toidaloss","Decision (Majority)N/A","2","5:00",2000-05-22
"2162","7","Naoya Uematsu","Win","Joey Gilbert","Method Submission (Achilles Lock)","2","3:22",2000-07-16
"2163","6","Takanori Gomiwin","Win","Paul Rodriguezloss","Decision (Unanimous)N/A","3","5:00",2000-07-16
"2164","5","Lance Gibsonwin","Win","Masanori Sudaloss","Decision (Majority)N/A","3","5:00",2000-07-16
"2165","4","Kohei Yasumiwin","Win","Chikara Miyakeloss","Decision (Unanimous)N/A","2","5:00",2000-07-16
"2166","3","Hiroshi Tsuruyawin","Win","Tomonori Oharaloss","Submission (Kimura)N/A","1","0:50",2000-07-16
"2167","2","Takumi Nakayamadraw","Win","Koji Takeuchidraw","DrawN/A","2","5:00",2000-07-16
"2168","1","Yohei Suzukiwin","Win","Kazumichi Takadaloss","Decision (Unanimous)N/A","2","5:00",2000-07-16
"2169","7","Uchu Tatsumi","Win","Anthony Hamlett","Method Submission (Rear Naked Choke)","1","2:49",2000-07-22
"2170","6","Tetsuo Katsutawin","Win","Kazuhiro Inoueloss","Decision (Unanimous)N/A","2","5:00",2000-07-22
"2171","5","Daiji Takahashiwin","Win","Takeyasu Hironoloss","Decision (Majority)N/A","2","5:00",2000-07-22
"2172","4","Hiroaki Yoshiokawin","Win","Shuichiro Katsumuraloss","Submission (Armbar)N/A","2","3:43",2000-07-22
"2173","3","Masaki Nishizawawin","Win","Norio Nishiyamaloss","Decision (Unanimous)N/A","2","5:00",2000-07-22
"2174","2","Katsuya Toidawin","Win","Takeru Uenoloss","Decision (Unanimous)N/A","2","5:00",2000-07-22
"2175","1","Mitsuo Matsumotodraw","Win","Hiroki Kotanidraw","DrawN/A","2","5:00",2000-07-22
"2176","6","Hayato Sakurai","Win","Luiz Azeredo","Method Decision (Unanimous)","3","5:00",2000-08-04
"2177","5","Dan Gilbertwin","Win","Jutaro Nakaoloss","TKO (Doctor Stoppage)N/A","3","4:02",2000-08-04
"2178","4","Dokonjonosuke Mishimawin","Win","Justin Wisniewskiloss","Submission (Cobra Hold)N/A","1","1:30",2000-08-04
"2179","3","Saburo Kawakatsuwin","Win","Seichi Ikemotoloss","Decision (Unanimous)N/A","2","5:00",2000-08-04
"2180","2","Yoshihiro Fujitadraw","Win","Masashi Kamedadraw","DrawN/A","2","5:00",2000-08-04
"2181","1","Hirotaka Yokoiwin","Win","Masaya Inoueloss","Decision (Majority)N/A","2","5:00",2000-08-04
"2182","8","Alexandre Franca Nogueira","Win","Uchu Tatsumi","Method Submission (Guillotine Choke)","1","1:57",2000-08-27
"2183","7","Marcio Ramos Barbosawin","Win","Caol Unoloss","Technical Submission (Guillotine Choke)N/A","3","1:49",2000-08-27
"2184","6","Rumina Satowin","Win","Takuya Kuwabaraloss","Technical Decision (Unanimous)N/A","2","5:00",2000-08-27
"2185","5","Mamoru Yamaguchiwin","Win","Yoshinobu Otaloss","KO (Knee)N/A","3","2:21",2000-08-27
"2186","4","Dokonjonosuke Mishimadraw","Win","Marcio Feitosadraw","DrawN/A","3","5:00",2000-08-27
"2187","3","Takaharu Murahamawin","Win","Sergei Bytchkovloss","KO (Flying Knee)N/A","1","0:11",2000-08-27
"2188","2","Yuji Kusudraw","Win","Takuya Wadadraw","DrawN/A","2","5:00",2000-08-27
"2189","1","Hiroshi Tsuruyadraw","Win","Seichi Ikemotodraw","DrawN/A","2","5:00",2000-08-27
"2190","7","Naoya Uematsu","Win","Noboru Asahi","Method Decision (Majority)","3","5:00",2000-09-15
"2191","6","Tetsuji Katowin","Win","Thomas Dennyloss","Decision (Unanimous)N/A","3","5:00",2000-09-15
"2192","5","Baret Yoshidawin","Win","Mamoru Okochiloss","Decision (Majority)N/A","3","5:00",2000-09-15
"2193","4","Stephen Pallingwin","Win","Hiroyuki Abeloss","KO (Punches)N/A","2","2:23",2000-09-15
"2194","3","Tetsuo Katsutawin","Win","Hiroshi Umemuraloss","Decision (Unanimous)N/A","2","5:00",2000-09-15
"2195","2","Hiroaki Yoshiokawin","Win","Masaru Gokitaloss","KO (Head Kick)N/A","1","0:17",2000-09-15
"2196","1","Takumi Nakayamawin","Win","Takuhito Hidaloss","Decision (Majority)N/A","2","5:00",2000-09-15
"2197","7","Seichi Ikemoto","Win","Damien Riccio","Method TKO (Punches)","1","2:09",2000-10-09
"2198","6","Kazuhiro Inouewin","Win","Takeru Uenoloss","Decision (Unanimous)N/A","2","5:00",2000-10-09
"2199","5","Hiroki Kitadraw","Win","Daiji Takahashidraw","DrawN/A","2","5:00",2000-10-09
"2200","4","Shiko Yamashitawin","Win","Matthias Riccioloss","Submission (Armbar)N/A","1","1:18",2000-10-09
"2201","3","Takashi Ochiwin","Win","Jinzaburo Yonezawaloss","Decision (Majority)N/A","2","5:00",2000-10-09
"2202","2","Kentaro Imaizumiwin","Win","Homare Kuboyamaloss","Decision (Unanimous)N/A","2","5:00",2000-10-09
"2203","1","Ryota Matsunewin","Win","Katsuhisa Akasakiloss","Decision (Unanimous)N/A","2","5:00",2000-10-09
"2204","11","Akihiro Gono","Win","Masanori Suda","Method Decision (Unanimous)","3","5:00",2000-11-12
"2205","10","Takanori Gomiwin","Win","Ryan Bowloss","Decision (Unanimous)N/A","3","5:00",2000-11-12
"2206","9","Kimihito Nonakawin","Win","Mamoru Okochiloss","Decision (Unanimous)N/A","3","5:00",2000-11-12
"2207","8","Martijn de Jongwin","Win","Yuki Sasakiloss","Submission (Triangle Choke)N/A","1","0:40",2000-11-12
"2208","7","Saburo Kawakatsuwin","Win","Chad W. Saundersloss","Decision (Unanimous)N/A","2","5:00",2000-11-12
"2209","6","Takaharu Murahamadraw","Win","Koji Takeuchidraw","DrawN/A","2","5:00",2000-11-12
"2210","5","Takuya Wadawin","Win","Rafles la Roseloss","Decision (Unanimous)N/A","2","5:00",2000-11-12
"2211","4","Yohei Nanbudraw","Win","Takumi Nakayamadraw","DrawN/A","2","5:00",2000-11-12
"2212","3","Katsuya Toidawin","Win","Hiroshi Umemuraloss","Submission (Armbar)N/A","1","2:07",2000-11-12
"2213","2","Takayuki Okochiwin","Win","Matthias Riccioloss","Decision (Majority)N/A","2","5:00",2000-11-12
"2214","1","Hideki Kadowakiwin","Win","Takashi Ochiloss","Submission (Rear-Naked Choke)N/A","1","4:10",2000-11-12
"2215","12","Naoya Uematsu","Win","Mike Cardoso","Method Decision (Unanimous)","3","5:00",2001-01-19
"2216","11","Akihiro Gonowin","Win","Ivan Salaverryloss","KO (Spinning Back Kick)N/A","1","3:06",2001-01-19
"2217","10","Tetsuo Katsutawin","Win","Baret Yoshidaloss","Decision (Unanimous)N/A","3","5:00",2001-01-19
"2218","9","Hiroaki Yoshiokadraw","Win","Takeyasu Hironodraw","DrawN/A","3","5:00",2001-01-19
"2219","8","Ryan Bowwin","Win","Tony DeDolphloss","Submission (Armbar)N/A","1","2:21",2001-01-19
"2220","7","Katsuya Toidawin","Win","Hisao Ikedaloss","Decision (Unanimous)N/A","3","5:00",2001-01-19
"2221","6","Masahiro Oishiwin","Win","Masaki Nishizawaloss","TKO (Punches)N/A","1","4:12",2001-01-19
"2222","5","Takaharu Murahamawin","Win","Yohei Nanbuloss","Decision (Unanimous)N/A","2","5:00",2001-01-19
"2223","4","Daiji Takahashiwin","Win","Yasuhiro Urushitaniloss","Decision (Unanimous)N/A","2","5:00",2001-01-19
"2224","3","Hideki Kadowakiwin","Win","Takuhito Hidaloss","Decision (Unanimous)N/A","2","5:00",2001-01-19
"2225","2","Ryota Matsunewin","Win","Nobuyuki Katoloss","Decision (Unanimous)N/A","2","5:00",2001-01-19
"2226","1","Toshiteru Ishiiwin","Win","Tomohiro Hashiloss","Decision (Unanimous)N/A","2","5:00",2001-01-19
"2227","7","Seichi Ikemoto","Win","Takayuki Okochi","Method KO (Knees)","1","4:01",2001-02-18
"2228","6","Isao Tanimurawin","Win","Yuji Kusuloss","Decision (Unanimous)N/A","2","5:00",2001-02-18
"2229","5","Takumi Nakayamawin","Win","Chikara Miyakeloss","Decision (Unanimous)N/A","2","5:00",2001-02-18
"2230","4","Hiroshi Umemuradraw","Win","Masashi Kamedadraw","DrawN/A","2","5:00",2001-02-18
"2231","3","Jun Kitagawawin","Win","Masashi Kitaloss","Decision (Unanimous)N/A","2","5:00",2001-02-18
"2232","2","Yoshihiro Fujitawin","Win","Koichi Tanakaloss","Technical Submission (Armbar)N/A","1","3:58",2001-02-18
"2233","1","Daisuke Sugiewin","Win","Tsutomu Shiikiloss","Decision (Majority)N/A","2","5:00",2001-02-18
"2234","7","Mamoru Yamaguchi","Win","Gildo Lima","Method Submission (Armbar)","1","3:57",2001-03-02
"2235","6","Anderson Silvawin","Win","Tetsuji Katoloss","Decision (Unanimous)N/A","3","3:00",2001-03-02
"2236","5","Ryan Bowwin","Win","Kohei Yasumiloss","Decision (Unanimous)N/A","3","5:00",2001-03-02
"2237","4","Masahiro Oishiwin","Win","Yoshinobu Otaloss","Submission (Rear Naked Choke)N/A","2","2:48",2001-03-02
"2238","3","Jutaro Nakaowin","Win","Thomas Dennyloss","Submission (Strangle Choke)N/A","3","3:09",2001-03-02
"2239","2","Koji Takeuchidraw","Win","Hideki Kadowakidraw","DrawN/A","2","5:00",2001-03-02
"2240","1","Norifumi Yamamotowin","Win","Masato Shiozawaloss","Decision (Unanimous)N/A","2","5:00",2001-03-02
"2241","6","Jin Akimoto","Win","Hiroaki Yoshioka","Method Decision (Unanimous)","3","5:00",2001-03-21
"2242","5","Takumi Nakayamawin","Win","Ian James Schaffaloss","Decision (Unanimous)N/A","2","5:00",2001-03-21
"2243","4","Mitsuo Matsumotowin","Win","Takashi Ochiloss","Decision (Unanimous)N/A","2","5:00",2001-03-21
